Name,  Meaning,Gender
Samabashiv,   Lord Shiva,M
Samaj,   Lord Indra,M
Samajas,   Lord Shiva,M
Samalya,   Garlanded,M
Saman,   Calming song of praise,M
Samant,   Universal whole,M
Samantha,   Bordering,M
Samanvaya,   Equanimity,M
Samanvita,   Name of Goddess Durga,M
Samanyu,   Lord Shiva,M
Samar,   War,M
Samara,   Accompanied by Gods,M
Samarajit,   Lord Vishnu,M
Samarendra,   Lord Vishnu,M
Samarendu,   Lord Vishnu,M
Samarjeet,   Winner of the battle,M
Samarjit,   Victorious in war; Lord Vishnu,M
Samarpan,   Dedicating,M
Samarth,   Powerful,M
Samarthya,   Strength capability,M
Samarvir,   Hero of battle,M
Samavart,   Lord Vishnu,M
Samay,   Time,M
Sambandh,   Relation,M
Sambaran,   Restraint; Name of an ancient king,M
Sambha,   Shining,M
Sambhav,   Born; Mainfested,M
Sambhddha,   Wise,M
Sambit,   Consciousness,M
Sambodh,   Complete knowledge,M
Sambudh,   Wise prudent,M
Samdarshi,   Lord Krishna,M
Samedh,   Full of strength,M
Sameen,   Valuable,M
Sameep,   Close,M
Sameer,   Breeze,M
Samen,   Happy,M
Samendra,   Winner of war,M
Samendu,   Lord Vishnu,M
Samesh,   Lord of equality,M
Samgram,   Host,M
Samhita,   A vedic composition,M
Sami,   High; Sublime; Similar,M
Samidh,   Perfect full,M
Samik,   Peaceful,M
Samiksh,   Near to sun,M
Samil,   Peaceful,M
Samin,   Self-disciplined,M
Samir,   Wind,M
Samiran,   Breeze,M
Samit,   Always making friends,M
Samividhan,   Constitution,M
Sammad,   Joy,M
Sammat,   Agreed; Consented,M
Sammath,   Agreed,M
Sammud,   Joy delight,M
Samodh,   Fragrance full of joy,M
Sampada,   Blessing,M
Sampat,   Prosperous,M
Sampavan,   Pure,M
Sampoorn,   Complete,M
Samprad,   Culture,M
Samprati,   In the right way,M
Samprit,   Pleased delighted,M
Samraj,   Universal ruler,M
Samrat,   Emperor,M
Samrath,   Lord Krishna,M
Samridh,   Perfect complete,M
Samrudh,   The Enriched One,M
Samskar,   Good Ethics and Moral Values,M
Samskara,   Ethics,M
Samudra,   Ocean,M
Samudrasen,   Lord of the ocean,M
Samuel,   Name of God,M
Samvar,   Content,M
Samvath,   Prosperous,M
Samyak,   Enough,M
Sanabhi,   Related,M
Sanag,   A beautiful mountain,M
Sanal,   Vigorous,M
Sanam,   Beloved,M
Sanas,   Laughing smiling,M
Sanat,   Lord Brahma,M
Sanatan,   Eternal,M
Sanatana,   Eternel; Lord Shiva,M
Sanath,   With a protector,M
Sanay,   Eternal,M
Sanchay,   Collection,M
Sanchit,   Collected,M
Sandananda,   Eternal bliss,M
Sandeep,   A lighted lamp,M
Sandeepan,   A sage,M
Sandeepen,   A sage,M
Sandesh,   Message,M
Sandipani,   A preist,M
Sandy,   Good Lamp,M
Sangam,   Noble,M
Sangir,   Assent promise,M
Sangod,   With water pond lake,M
Sangupt,   Percectly hidden,M
Sanhata,   Conciseness,M
Sanidhya,   Sath,M
Sanil,   Gifted; Bestowed,M
Sanisth,   Gaining most,M
Sanivesh,   Appearance; Form,M
Sanja,   God universal creator,M
Sanjan,   Creator,M
Sanjay,   Bhritarashtra's charioteer,M
Sanjeev,   Love; Life,M
Sanjeevan,   Victorious,M
Sanjit,   Who Is AlwaysVictorious,M
Sanjith,   Perfectly victorious,M
Sanjiv,   Love; Life,M
Sanjivan,   Immortality,M
Sanjog,   Coincidence,M
Sanjoy,   Creator,M
Sanju,   Sanjay,M
Sanjval,   Well lit blazing brightly,M
Sankalp,   Aim,M
Sankalpa,   Resolve,M
Sankara,   Shiva,M
Sankarsana,   One who ploughs,M
Sankarshan,   A name of Balaram; Brother of Lord Krishna,M
Sanket,   Signal,M
Sankil,   Possessed with fire a burning torch,M
Sankul,   Crowded together; Dense,M
Sannath,   Accompanied by a protector,M
Sannibh,   Rays of light; Lightning,M
Sannidhi,   Nearness,M
Sannigdh,   Always ready,M
Sanobar,   Palm tree,M
Sanshray,   Aim,M
Sanshubh,   Radiant; Beautiful,M
Sanskar,   Good Ethics and Moral Values,M
Santan,   A tree,M
Santanak,   Spreading a tree,M
Santatey,   Continuous extended,M
Santavir,   Courageous and Saintly person,M
Santosh,   Contentment; Happiness,M
Santya,   Kind; Bestowing gifts,M
Sanu,   Peak sun,M
Sanug,   With followers,M
Sanurag,   Affectionate,M
Sanvah,   Carrying along bearing wind,M
Sanvar,   Dam bridge,M
Sanvaran,   Covering enclosing,M
Sanvarth,   A rain cloud meeting,M
Sanvrit,   Happened,M
Sanwariya,   Lord Krishna,M
Sanyam,   To have controll,M
Sanyat,   Following a king,M
Sanyog,   Conincidence,M
Sapan,   Dream Swapna,M
Saparyu,   Honouring devoted faithful,M
Saprathas,   Lord Vishnu,M
Saprem,   With love,M
Saptajit,   Conqueror of 7 elements,M
Saptanshu,   Fire,M
Saptarishi,   7 Stars representing 7 Great saints,M
Saquib,   Bright,M
Sarag,   Heaven,M
Saral,   Straight,M
Saramay,   Firm; Best of anything,M
Sarana,   Injuring,M
Sarang,   Spotted deer,M
Saransh,   In Brief,M
Saras,   A bird; Lake,M
Sarasi,   Lake,M
Sarasija,   Lotus,M
Sarasvat,   Learned,M
Sarat,   Autumn; Name of a season; A sage,M
Saravana,   Clump of reeds,M
Saravanan,   Another name for God Murugan,M
Saril,   One That brings essence,M
Sarin,   Helpful,M
Sarish,   Equal,M
Sarngin,   Name of God Vishnu,M
Sarnjay,   Most powerful,M
Saroj,   Lotus,M
Sarojin,   Lord Brahma,M
Sartaj,   Crown,M
Sarthak,   Well done,M
Saruh,   Attainer; Achiever,M
Sarup,   Beautiful,M
Sarva,   Lord Krishna; Shiva,M
Sarvad,   Lord Shiva,M
Sarvadaman,   Son of Shakuntala-Bharat,M
Sarvadev,   Lord Shiva,M
Sarvag,   Lord Shiva,M
Sarvahit,   Useful to all,M
Sarvajit,   All conquering,M
Sarvak,   Whole,M
Sarvambh,   Lord Ganesh,M
Sarvanavel,   Another name for Lord Murugan,M
Sarvang,   Lord Shiva,M
Sarvashay,   Lord Shiva,M
Sarvavas,   Lord Shiva,M
Sarvbhanu,   Name of sun,M
Sarvedra,   Sun,M
Sarvendra,   God of all,M
Sarvesh,   Lord of all,M
Sarvinder,   King of kings,M
Sarwar,   Promotion,M
Sasatya,   Accompanied by truth,M
Sashak,   Rural of the contry,M
Sashang,   Connected,M
Sashank,   Moon,M
Sashanth,   Lord of all,M
Sashin,   Victorious,M
Sashreek,   Prosperous,M
Sashwat,   Eternal,M
Sasi,   Moon,M
Sasmit,   Ever smiling,M
Sasta,   One who rules,M
Sasyak,   Possessing good qualities perfect,M
Satadev,   God,M
Satamanyu,   Lord Indra,M
Satanand,   Lord Vishnu,M
Satayu,   Brother of Amavasu and Vivasu,M
Satchet,   Truthful,M
Sateendra,   Lord of truth,M
Satejas,   Full of power,M
Satesh,   Lord of hundreds,M
Sathi,   Partner,M
Sathish,   Good king,M
Satin,   Real,M
Satinath,   Lord Shiva,M
Satindra,   Lord Vishnu,M
Satish,   Voctorious,M
Satkar,   Honour respect,M
Satkart,   Honoured respected Lord Shiva,M
Satkartar,   Lord Vishnu,M
Satpal,   Protector,M
Satpati,   Lord Indra,M
Satrajit,   Ever victorious,M
Satrijit,   Father of Satyabhama; Wife of Lord Krishna,M
Satruijt,   A son of Vatsa,M
Sattat,   Always constant,M
Satvamohan,   Truthful,M
Satvant,   True faithful pious sacred,M
Satvat,   Lord Krishna,M
Satveer,   Lord Vishnu,M
Satvik,   Virtuous,M
Satvinder,   Lord of virtue,M
Satvir,   Lord of virtue,M
Satwaki,   Fighter,M
Satya,   Truth,M
Satyadev,   Lord of truth,M
Satyajit,   Victory of truth,M
Satyak,   Honest,M
Satyakaam,   Believer in truth,M
Satyakam,   Son of Jabala in the Mahabharata,M
Satyaki,   Charioteer of Krishna,M
Satyam,   Honesty,M
Satyamohan,   Truth,M
Satyamurty,   Statue of truth,M
Satyankar,   True; Good,M
Satyapriya,   Devoted to truth,M
Satyarat,   Devoted to truth,M
Satyasheel,   Truthful,M
Satyavaan,   Devoted to truth,M
Satyavache,   Lord Rama; Speaker of Truth,M
Satyavan,   Husband of Savitri; True,M
Satyavrat,   One who has taken vow of truth,M
Satyavrata,   Dedicated to truth,M
Satyayu,   It's a truthful and pious life,M
Satyendra,   Lord of truth Satyen,M
Satyesu,   Seeker of truth,M
Satyeyu,   Striving for truth,M
Sauanand,   Sweet natured,M
Saubal,   Mighty,M
Saubhadra,   Abhimanyu,M
Saubhag,   Full of fortunes auspicious,M
Saugat,   Gift an enlightened person,M
Saujanaya,   From someone,M
Saujas,   Full of energy,M
Saul,   Prayed for,M
Sauman,   Flower blossom,M
Saumil,   Easily available,M
Saumit,   Easy to get,M
Saumitr,   Good friend,M
Saumitra,   Lakshman,M
Saumya,   Handsome,M
Saunak,   Boy sage,M
Saura,   Sacred to the sun,M
Saurabh,   Fragrance,M
Saurav,   Divine; Celestial,M
Sauri,   Son of the sun,M
Saurjyesh,   Kartikeya; The Lord of Valour,M
Sauvan,   Celestial heavenly,M
Savanth,   Employer,M
Savar,   Lord Shiva,M
Savera,   Morning,M
Savio,   Saint's name,M
Savir,   Leader,M
Savit,   Sun,M
Savitendra,   The sun,M
Savya,   Lord Vishnu,M
Sawan,   A Hindu month,M
Sayam,   Evening,M
Sayan,   Precious friend; Companion,M
Sayed,   Leader,M
Sayid,   Master,M
Sayuj,   United companion comrade,M
Seduka,   Existent,M
Seemanta,   Parting line of hair,M
Sehebjit,   One who win all minds,M
Sehej,   Calm,M
Sekar,   Lord Vishnu,M
Selvan,   Prosperous,M
Selvannmbi,   Prosperous and confident,M
Sena,   Army,M
Senajit,   Victory over army,M
Sendhil,   Lord Murugan,M
Sengannan,   Visionary,M
Senmal,   The best,M
Senthil,   Lord Murugan,M
Seshan,   Light,M
Seshu,   Sesh Nag,M
Seshvar,   Believing in God,M
Setu,   Sacred symbol,M
Sevak,   Servant,M
Shaady,   Singer,M
Shaan,   Pride,M
Shaant,   Peace and calm,M
Shaarav,   Pure and innocent,M
Shaardul,   A tiger,M
Shaashwat,   Eternal,M
Shabar,   Nector,M
Shabdh,   A word,M
Shabir,   Ziddi,M
Shachin,   Dra-Lord Indra,M
Shadab,   Fresh,M
Shafeek,   Nector,M
Shafeeq,   Compassionate; Tender,M
Shagun,   Auspicious,M
Shahalad,   Joy,M
Shaheen,   Tender,M
Shahid,   Patriot,M
Shahil,   Shore; Ruler; Leader,M
Shahnaaz,   Pride of a King,M
Shail,   Mountain,M
Shailendra,   King of mountains; Himalaya,M
Shailesh,   God of mountain; Himalaya,M
Shakib,   Patience,M
Shakti,   Power,M
Shaktidhar,   Lord Shiva,M
Shaktik,   Powerful; Mighty,M
Shakuni,   Bird; Uncle of Kauravas,M
Shakunt,   Blue jay,M
Shalabh,   Lord Shiva,M
Shalang,   Emperor,M
Shaligram,   Lord Vishnu,M
Shalik,   A sage,M
Shalin,   Modest,M
Shalina,   Courteous,M
Shaline,   Praiseworthy,M
Shalmali,   Lord Vishnu's power,M
Shalya,   An arrow,M
Shama,   Sun,M
Shamak,   Makes peace,M
Shamakarn,   Lord Shiva,M
Shambhu,   Lord Shiva,M
Shameek,   An ancient sage,M
Shami,   Fire,M
Shamindra,   Quiet; Gentle,M
Shamir,   Rock that can penetrate metal,M
Shams,   Fragrance,M
Shamshad,   Beautiful,M
Shamshu,   Beautiful,M
Shamun,   Name of prophet,M
Shan,   Pride; Prestige,M
Shanay,   Power of Lord Shani,M
Shandar,   Proud,M
Shankar,   Lord Shiva,M
Shankdhar,   Lord Krishna,M
Shankh,   A shell,M
Shankha,   Conch,M
Shankhin,   Lord Vishnu,M
Shankir,   Lord Shiva,M
Shanku,   Lord shiva arrow dart,M
Shanmuga,   Kartikeya; First son of Lord Shiva,M
Shanmukha,   Kartikeya; First son of Lord Shiva,M
Shant,   Gentle,M
Shantam,   Quiet,M
Shantanav,   Bhishma Pitamaha,M
Shantanu,   A king from the qpic Mahabharata,M
Shantashil,   Gentle,M
Shantidev,   Lord of peace,M
Shantimay,   Peaceful,M
Shantinath,   Lord of peace,M
Shantiv,   Peaceful,M
Shanyu,   Benevolent,M
Shaquita,   Blessed,M
Sharad,   Autumn; Name of a season,M
Sharadindu,   Autumn moon,M
Sharaj,   Lord Shanmuka,M
Sharan,   Shelter,M
Sharang,   Deer,M
Sharat,   A season,M
Shardul,   Tiger,M
Shareef,   Distinguished; Noble,M
Shari,   Arrow,M
Shariq,   Intelligent,M
Sharman,   Joy; Delight; Shelter,M
Sharu,   Lord Vishnu,M
Shashank,   Moon,M
Shashanka,   The moon,M
Shashee,   Moon,M
Shashi,   Moon,M
Shashidhar,   The moon,M
Shashikant,   Moon stone,M
Shashin,   Moon,M
Shashish,   Lord Shiva,M
Shashrvat,   Name of Lord sun,M
Shashvat,   Eternal; Constant,M
Shashvata,   A Name for Lord Rama Eternal,M
Shashwat,   Ever lasting; Continuous,M
Shasvat,   Eternal constant,M
Shataayu,   Hundred years old,M
Shatarupa,   Lord Shiva,M
Shatishay,   Superior; Best,M
Shatjit,   Conquerer of hundreds,M
Shatrughan,   Victorious,M
Shatrughna,   Victorious,M
Shatrujit,   Victorious over enemies,M
Shatrunjay,   One who overcomes enemies,M
Shattesh,   King of mountains,M
Shauchin,   Pure,M
Shaukat,   Grand,M
Shauna,   God's Gift,M
Shaunak,   A great sage,M
Shaunav,   A great sage,M
Shaurav,   Bear,M
Shauri,   Lord Vishnu,M
Shaurya,   Bravery,M
Shavas,   Power; Might; Valour,M
Shavinesh,   Pure,M
Shawn,   American spelling of sean,M
Shay,   Gift,M
Shayan,   Intelligent,M
Shekar,   Cute,M
Shekhar,   Lord Shiva,M
Sherwin,   Bright friend,M
Shesanand,   Lord Vishnu,M
Shesh,   Cosmic serpent,M
Sheshu,   Big snake,M
Shevar,   Treasury,M
Shibhi,   King,M
Shibhya,   Lord Shiva,M
Shibil,   Young one in Arabic,M
Shighra,   Lord Shiva; Lord Vishnu,M
Shihab,   Flame; Blaze,M
Shikha,   Flame,M
Shikhandin,   Lord Shiva; Lord Vishnu,M
Shikhar,   Peak,M
Shilang,   Virtuous,M
Shilish,   Lord of mountains,M
Shimah,   Cream; Character,M
Shineyu,   Shining,M
Shinjan,   Music of payal,M
Shipirist,   Lord Vishnu,M
Shiprak,   Rays of light,M
Shirish,   A flower; Raintree,M
Shiromani,   Superb jewel,M
Shishir,   Name of a season; Cold,M
Shishul,   Baby,M
Shishupal,   Sone of Subhadra,M
Shitikanth,   Lord Shiva,M
Shitikshu,   Striving for the earth,M
Shitiz,   Horizon,M
Shiv,   Lord Shiva; Auspicious; Lucky,M
Shiva,   The god of destruction,M
Shivadev,   Lord of prosperity,M
Shivalik,   Lord Shiva,M
Shivam,   Auspicious; Lord Shiva,M
Shivanath,   Lord Shiva,M
Shivang,   Part of Lord Shiva,M
Shivank,   Mark of Lord,M
Shivansh,   Part of God Shiv,M
Shivas,   Lord Shiva,M
Shivasunu,   Lord Ganesh,M
Shiven,   Lord Shiva,M
Shivendra,   Lord Shiva,M
Shivendu,   Pure moon,M
Shivesh,   Lord Shiva,M
Shiveshvar,   God of welfare,M
Shivlal,   Lord Shiva,M
Shivnath,   Auspicious,M
Shivraj,   Lord Shiva,M
Shivram,   Lord Shiva; Lord Ram,M
Shivroy,   Lord shiva,M
Shiyam,   Happy,M
Shlesh,   Physical bonding,M
Shlok,   Sanskrit verse sound praise,M
Shlokh,   Hyme's of Lord,M
Shobhan,   Splendid,M
Shobhit,   Increase quality,M
Shoor,   Valiant,M
Shoora,   Bold; A Name for Lord Hanuman,M
Shoorsen,   Brave,M
Shoubhit,   Lord Krishna,M
Shoumik,   Fire; Powerful,M
Shouri,   Lord Vishnu,M
Shourya,   Fame for being brave,M
Shrava,   Praise glory fame,M
Shravan,   Name of a Hindu month,M
Shray,   Credit,M
Shreedhar,   Husband of Lakshmi,M
Shreeharsh,   God of happiness,M
Shreekant,   An epithet of Vishnu,M
Shreeman,   A respectable person,M
Shreepriya,   Lover of Lakshmee,M
Shreerang,   Another name of Vishnu,M
Shreesh,   Good fortune,M
Shreey,   Lord of shree,M
Shreius,   Sobren power,M
Shrenik,   Organised,M
Shreshta,   The best,M
Shrestajna,   Top knowledge,M
Shresth,   Best of all,M
Shresthi,   Best of all,M
Shrevin,   Divine,M
Shrey,   Marevellous,M
Shreyas,   Superior; Good,M
Shreyash,   Credit and Success,M
Shrida,   Lord Kuber,M
Shridhar,   Lord Vishnu,M
Shrigopal,   Lord Krishna,M
Shrihan,   Lord Vishnu,M
Shrihari,   Lord Krishna,M
Shriharit,   Lord Vishnu,M
Shrikant,   Lord Vishnu,M
Shrikanta,   Beautiful,M
Shrikar,   Lord Vishnu,M
Shrikari,   Causing prosperity,M
Shrikeshav,   Lord Krishna,M
Shrikumar,   Beautiful,M
Shriman,   Beautiful,M
Shrimat,   Lord Vishnu,M
Shrimohan,   Lord Krishna,M
Shrinand,   Lord Vishnu,M
Shrinath,   Lord Vishnu,M
Shringesh,   Lord of pearls,M
Shrinij,   Close to money or Laxmi,M
Shrinivas,   Lord Vishnu,M
Shripad,   Lord Vishnu,M
Shripadma,   Lord Krishna,M
Shripal,   Lord Vishnu,M
Shripati,   Lord Vishnu,M
Shriram,   Lord Rama,M
Shrirang,   Lord Vishnu,M
Shriranga,   Lord Vishnu,M
Shriranjan,   Lord Vishnu,M
Shrish,   Lord Vishnu,M
Shrisha,   Lord Vishnu,M
Shritan,   Lord Vishnu,M
Shrivarah,   Lord Vishnu,M
Shrivas,   Lord Vishnu,M
Shrivatsa,   Lord Vishnu,M
Shriyans,   Wealth,M
Shubendra,   Lord of virtue,M
Shubh,   Fortunate,M
Shubha,   Auspicious,M
Shubhaksh,   Lord Shiva,M
Shubham,   Auspicious,M
Shubhang,   Handsome,M
Shubhankar,   Auspivious,M
Shubhashis,   Blessing,M
Shubhay,   Blessing,M
Shubhendra,   Blessing,M
Shubhendu,   Luckly moon,M
Shubhojit,   Handsome,M
Shubnit,   A Nice Day,M
Shuk,   A parrot,M
Shukla,   Lord Shiva; Lord Vishnu,M
Shulabh,   Easy,M
Shulandhar,   Lord Shiva,M
Shulin,   Lord Shiva,M
Shuna,   Lord Indra,M
Shushil,   Pleasant,M
Shushruth,   Doctor of Gods,M
Shvant,   Placid,M
Shvetambar,   Lord Shiva,M
Shvetang,   Fair complexioned,M
Shvetank,   Having a white mark,M
Shvetanshu,   Moon,M
Shvetavah,   Lord Indra,M
Shwas,   Breath,M
Shwetank,   Pure,M
Shyam,   Dark blue; Black; Lord Krishna,M
Shyamak,   Lord Krishna,M
Shyamal,   Black; Dark blue,M
Shyamantak,   Lord Krishna,M
Sidak,   Wish,M
Siddanth,   Principle,M
Siddarth,   Who seek Enlightement,M
Siddartha,   Buddha,M
Siddha,   Lord Shiva,M
Siddhadev,   Lord Shiva,M
Siddhant,   Principle,M
Siddhanta,   Principle,M
Siddhanth,   Principle,M
Siddharta,   One who has accomplished his aim,M
Siddharth,   White mustard,M
Siddhartha,   A name of Lord Buddha,M
Siddhesh,   Lord of the blessed,M
Siddhi,   Knowledge and Wealth,M
Siddhraj,   Lord of perfection,M
Siddid,   Lord Shiva,M
Sidhvik,   Sadhan,M
Sihaam,   Arrows,M
Sikandar,   Lord of perfection,M
Simon,   To hear or be heard,M
Sinchan,   Nourish,M
Sindhu,   Lord Vishnu,M
Sindhunath,   Lord of the ocean,M
Singh,   Lion,M
Sinha,   Hero,M
Sinhag,   Lord Shiva,M
Sinhvahan,   Lord Shiva,M
Siraaj,   Lamp; Light,M
Siraj,   Lamp,M
Sitakanta,   Lord Rama,M
Sitanshu,   The moon,M
Sitikantha,   Lord Shiva,M
Siva,   God,M
Sivanta,   Lord Shiva,M
Slade,   Child of the valley,M
Slok,   Chant; Mantra,M
Smarajit,   One who has conquered lust,M
Smaran,   Remembrance,M
Smit,   Smile,M
Smith,   Smile,M
Smritiman,   Unforgettable,M
Smyan,   Smile,M
Sneagen,   Friend,M
Sneh,   Love,M
Snehakant,   Lord of love,M
Snehal,   Freindly,M
Snehanshn,   Affectionate,M
Snehin,   A friend,M
Sochisth,   Brilliant,M
Sohail,   Moon-glow,M
Soham,   Iam He'-the presence of divinity of each soul,M
Sohan,   Good looking,M
Sohil,   Beautiful,M
Sohrab,   Famous Persian prince,M
Sojit,   To win goodness,M
Sokanathan,   Lord Shiva,M
Solok,   God prey,M
Som,   The moon,M
Somadev,   Lord of the moon,M
Somali,   Moon's love,M
Soman,   The moon,M
Somansh,   Half moon,M
Somanshu,   Moonbeam,M
Somasindhu,   Lord Vishnu,M
Somendra,   Moon,M
Somesh,   Moon,M
Someshwar,   Lord Shiva,M
Someswar,   Lord of the moon,M
Somnath,   Lord Shiva,M
Soneesh,   Godess Laxmi,M
Soni,   Surajiv,M
Sonit,   Person with good intentions,M
Sonu,   Pure Gold,M
Sopan,   Steps,M
Soumava,   Moon's light,M
Soumen,   Good mind,M
Soumil,   A friend,M
Sourabh,   Fragrance,M
Sourav,   Friend,M
Souren,   Dra-of the sun,M
Sourish,   Lord Vishnu,M
Spandan,   Heart beat,M
Sparsh,   Touch,M
Sragvi,   Lord vishnu,M
Sravan,   Character in Ramayan devoted son,M
Sriashwin,   A good ending,M
Srichanth,   Glow,M
Sricharan,   Foot of Lord Vishnu,M
Sridatta,   Given by God,M
Sridhar,   Lord Vishnu,M
Srijan,   Creation,M
Srikant,   Lover of wealth,M
Srikar,   Causing prosperity; Another name for Lord Vishnu,M
Srinath,   Helper,M
Srinesh,   Lord Vishnu,M
Srinikesh,   Lord Vishnu,M
Srinivas,   Abode of wealth,M
Srinu,   Creative; Inspired person,M
Sriram,   Lord Rama,M
Sritan,   Having godess lakshmi in the body,M
Srivant,   Lord Venkateshwara,M
Srivar,   Lord Vishnu,M
Srujan,   Creative,M
Stafford,   From aristocratic english surname,M
Stavan,   Worship; Praise; Eulogy,M
Stavya,   Lord Vishnu,M
Stephan,   Crowned One,M
Stephen,   Crown,M
Sthavir,   Lord Brahma,M
Sthir,   Foccused,M
Stimit,   Astonishing,M
Stotra,   Praise glory fame,M
Stotri,   Lord Vishnu,M
Sual,   Asked for,M
Subal,   A friend of Lord Krishna,M
Subali,   Strong,M
Subandhu,   A good friend,M
Subang,   Aware,M
Subash,   Fragrance,M
Subbarao,   Auspicious,M
Subeer,   Courageous,M
Subhadr,   Gentleman,M
Subhadra,   Source of Lord Krishna; Wife of Arjuna,M
Subhag,   Fortunate,M
Subhan,   Aware,M
Subhang,   Lord Shiva,M
Subhankar,   One who does good deeds; Virtuous,M
Subhash,   Soft spoken,M
Subhodh,   Well-spoken,M
Subhy,   Early morning,M
Subinay,   Humble,M
Subodh,   Sound advice; Easily understood,M
Subramani,   Lord Murugan,M
Subramaniam,   Lord muruga,M
Subramanya,   Shiva's son,M
Subrata,   Devoted to what is right,M
Sucharit,   Good character,M
Suchendra,   Lord of piousness,M
Suchet,   Attentive; Alert,M
Suchir,   Eternal,M
Suchit,   Person with a sound mind,M
Sudalai,   Village God,M
Sudama,   Lord Krishna's friend; Meek,M
Sudarshan,   Handsome,M
Suday,   Gift,M
Sudeb,   A real God,M
Sudeep,   Bright,M
Sudeepta,   Bright,M
Sudesh,   Country,M
Sudesha,   Good country,M
Sudev,   Good diety,M
Sudeva,   Good Deva,M
Sudhakar,   Mine of nectar; The moon,M
Sudhamay,   Full of nectar,M
Sudhan,   Very rich,M
Sudhang,   Moon,M
Sudhanshu,   The moon,M
Sudhanssu,   Moon,M
Sudhanvan,   Lord Vishnu,M
Sudheesh,   King of beauty,M
Sudhendra,   Lord of nectar,M
Sudhi,   Scholar,M
Sudhindra,   Lord of knowledge,M
Sudhir,   Resolute; Brave,M
Sudhish,   Lord of excellent intellect,M
Sudhit,   Kind,M
Sudhith,   Kind,M
Sudip,   Very bright,M
Sudir,   Bright,M
Sudya,   Shining brightly king,M
Sugata,   A name of the Buddha,M
Sughu,   Loveable,M
Sugreev,   Man with a beautiful neck,M
Sugriva,   One with graceful neck,M
Suhail,   Moon-glow,M
Suhan,   Prince,M
Suhas,   Smiling beautifully,M
Suhayb,   Of reddish hair or complexion,M
Suhrid,   Well-disposed,M
Suhrit,   Well-disposed,M
Suhruda,   Good hearted,M
Sujal,   Affectionate,M
Sujan,   Honest,M
Sujash,   Illustrious,M
Sujat,   Belonging to a good clan,M
Sujay,   Victory,M
Sujeed,   Stubborn for doing something good,M
Sujeet,   Auspicious victory,M
Sujit,   Victory,M
Suka,   Wind,M
Sukant,   Handsome,M
Sukanta,   Handsome,M
Sukarman,   Reciter of 1000 Samhitas,M
Sukesh,   With beautiful,M
Suketu,   A Yaksha king,M
Sukhajat,   Lord Shiva,M
Sukhakar,   Lord Rama,M
Sukham,   Happiness,M
Sukhamay,   Pleasurable,M
Sukhashakt,   Lord Shiva,M
Sukhdev,   God of happiness,M
Sukhen,   Happy boy,M
Sukhesh,   Lord of happiness,M
Sukhjinder,   Give happiness,M
Sukhpal,   Victory,M
Sukhwant,   Full of happiness; Pleasant,M
Sukhwinder,   Giver of happiness,M
Sukjeet,   Winner of happiness,M
